comb_ID,combin,rain_ID,wind_ID,startime,endtime,startime.Rain,endtime.Rain,startime.Wind,endtime.Wind,rain.footprint [cells],rain.duration [h],rain.max.co [mm],rain.mean.co [mm],rain.max [mm],wind.footprint [cells],wind.duration [h],wg.max.co [m.s-1],wg.mean.co [m.s-1],wg.max [m.s-1],comp.duration.OR [h],comp.footprint.AND [cells],comp.duration.AND [h],comp.footprint.OR [cells]
902,3841 1330,3841,1330,11/11/1987 9:00,11/11/1987 10:00,11/11/1987 8:00,11/11/1987 10:00,11/11/1987 9:00,11/13/1987 2:00,10,3,5.777618016,4.704154486,5.777618016,982,42,26.36216703,24.78363702,30.91401082,43,10,2,982
903,3842 1330,3842,1330,11/11/1987 14:00,11/12/1987 6:00,11/11/1987 14:00,11/12/1987 6:00,11/11/1987 9:00,11/13/1987 2:00,390,17,33.71683008,19.9790597,33.71683008,982,42,30.91401082,25.27719451,30.91401082,42,389,17,983
904,3843 1330,3843,1330,11/12/1987 3:00,11/12/1987 4:00,11/12/1987 3:00,11/12/1987 4:00,11/11/1987 9:00,11/13/1987 2:00,11,2,3.715367981,3.109072503,3.715367981,982,42,26.17608537,24.77352136,30.91401082,42,11,2,982
905,3844 1330,3844,1330,11/12/1987 13:00,11/12/1987 17:00,11/12/1987 13:00,11/12/1987 17:00,11/11/1987 9:00,11/13/1987 2:00,5,5,12.2330728,8.980390922,12.2330728,982,42,25.82953652,25.18887317,30.91401082,42,5,5,982
906,3845 1330,3845,1330,11/12/1987 22:00,11/13/1987 2:00,11/12/1987 22:00,11/13/1987 2:00,11/11/1987 9:00,11/13/1987 2:00,3,5,11.38630256,10.60448876,11.38630256,982,42,25.45059288,24.98852775,30.91401082,42,3,5,982
907,3847 1337,3847,1337,11/13/1987 11:00,11/13/1987 12:00,11/13/1987 9:00,11/13/1987 12:00,11/13/1987 11:00,11/13/1987 17:00,84,4,7.15011481,5.376913129,8.492703604,55,7,20.48515058,18.8828644,21.84648486,9,30,2,109
908,3850 1338,3850,1338,11/15/1987 2:00,11/15/1987 4:00,11/15/1987 2:00,11/15/1987 12:00,11/15/1987 2:00,11/15/1987 4:00,363,11,10.99609663,8.248209302,19.70469861,29,3,26.09999529,23.91612906,26.09999529,11,26,3,366
909,3850 1339,3850,1339,11/15/1987 9:00,11/15/1987 12:00,11/15/1987 2:00,11/15/1987 12:00,11/15/1987 9:00,11/15/1987 15:00,363,11,5.895848077,5.800282672,19.70469861,45,7,21.41932574,21.06788,24.54353894,14,2,4,406
910,3854 1340,3854,1340,11/18/1987 21:00,11/18/1987 23:00,11/18/1987 21:00,11/18/1987 23:00,11/18/1987 21:00,11/19/1987 7:00,15,3,6.081838449,4.973949566,6.081838449,64,11,28.54542478,26.89344148,28.82869079,11,15,3,64
911,3855 1340,3855,1340,11/19/1987 4:00,11/19/1987 7:00,11/19/1987 4:00,11/19/1987 8:00,11/18/1987 21:00,11/19/1987 7:00,10,5,8.493638229,7.137964685,8.493638229,64,11,28.54542478,26.9281717,28.82869079,12,10,4,64
912,3859 1346,3859,1346,11/23/1987 19:00,11/23/1987 22:00,11/23/1987 19:00,11/23/1987 22:00,11/23/1987 17:00,11/24/1987 5:00,7,4,7.990342673,7.35055849,7.990342673,72,13,26.68837497,25.39139976,27.65117807,13,7,4,72
913,3876 1348,3876,1348,12/17/1987 18:00,12/17/1987 22:00,12/17/1987 15:00,12/17/1987 22:00,12/17/1987 18:00,12/17/1987 22:00,66,8,7.899684049,6.537655055,15.39701204,86,5,24.48402294,22.72882836,26.01185135,8,5,5,147
914,3887 1351,3887,1351,12/27/1987 12:00,12/27/1987 16:00,12/27/1987 3:00,12/27/1987 22:00,12/27/1987 12:00,12/27/1987 16:00,662,20,27.18940916,16.55361765,27.18940916,77,5,26.52263421,23.5744655,26.52263421,20,65,5,674
915,3891 1354,3891,1354,12/29/1987 13:00,12/29/1987 16:00,12/29/1987 12:00,12/29/1987 18:00,12/29/1987 13:00,12/29/1987 16:00,111,7,8.121190171,6.70830979,14.56192462,15,4,22.60135866,22.01385791,23.08426694,7,6,4,120
916,3891 1355,3891,1355,12/29/1987 14:00,12/29/1987 16:00,12/29/1987 12:00,12/29/1987 18:00,12/29/1987 14:00,12/29/1987 16:00,111,7,14.56192462,12.61318903,14.56192462,12,3,25.84912406,24.81646328,25.84912406,7,11,3,112
917,3893 1356,3893,1356,12/30/1987 19:00,12/30/1987 21:00,12/30/1987 8:00,12/31/1987 4:00,12/30/1987 19:00,12/30/1987 21:00,591,21,15.52482201,15.52482201,22.06205648,15,3,24.2060305,24.2060305,27.0605383,21,1,3,605
918,3893 1357,3893,1357,12/30/1987 19:00,12/31/1987 2:00,12/30/1987 8:00,12/31/1987 4:00,12/30/1987 19:00,12/31/1987 2:00,591,21,22.06205648,14.16412486,22.06205648,207,8,27.10272685,23.92025924,27.87191462,21,126,8,672
919,3894 1357,3894,1357,12/30/1987 20:00,12/31/1987 0:00,12/30/1987 20:00,12/31/1987 0:00,12/30/1987 19:00,12/31/1987 2:00,100,5,6.872063876,5.380111013,6.872063876,207,8,27.87191462,25.03944059,27.87191462,8,85,5,222
920,3895 1359,3895,1359,12/31/1987 13:00,1/1/1988 2:00,12/31/1987 13:00,1/1/1988 7:00,12/31/1987 13:00,1/1/1988 2:00,132,19,32.79622446,18.94177649,32.79622446,121,13,27.5796082,24.29822534,27.5796082,19,61,14,192
921,3895 1360,3895,1360,12/31/1987 19:00,12/31/1987 23:00,12/31/1987 13:00,1/1/1988 7:00,12/31/1987 19:00,12/31/1987 23:00,132,19,13.59926088,11.60192055,32.79622446,96,5,26.93623273,26.23605338,28.95224299,19,5,5,223
922,3896 1361,3896,1361,1/1/1988 17:00,1/1/1988 20:00,1/1/1988 16:00,1/2/1988 1:00,1/1/1988 17:00,1/1/1988 20:00,339,10,14.78226246,9.333519637,14.82992833,37,4,27.17203662,24.6605966,27.17203662,10,29,4,347
923,3896 1362,3896,1362,1/1/1988 18:00,1/1/1988 23:00,1/1/1988 16:00,1/2/1988 1:00,1/1/1988 18:00,1/1/1988 23:00,339,10,14.30069693,11.05108374,14.82992833,43,6,25.53270989,24.18204831,25.53270989,10,6,6,376
924,3896 1365,3896,1365,1/2/1988 0:00,1/2/1988 0:00,1/1/1988 16:00,1/2/1988 1:00,1/2/1988 0:00,1/2/1988 0:00,339,10,5.850752421,5.140086946,14.82992833,14,1,27.01834974,26.21063263,27.01834974,10,14,1,339
925,3897 1362,3897,1362,1/1/1988 21:00,1/1/1988 23:00,1/1/1988 21:00,1/1/1988 23:00,1/1/1988 18:00,1/1/1988 23:00,10,3,6.165020073,4.720206671,6.165020073,43,6,22.81380817,22.02861135,25.53270989,6,8,3,45
926,3898 1366,3898,1366,1/2/1988 4:00,1/2/1988 13:00,1/2/1988 4:00,1/2/1988 13:00,1/2/1988 4:00,1/3/1988 16:00,289,10,26.15805049,14.28604789,26.15805049,706,37,29.15037853,25.01307408,31.86928025,37,213,10,782
927,3899 1366,3899,1366,1/2/1988 12:00,1/2/1988 16:00,1/2/1988 12:00,1/2/1988 16:00,1/2/1988 4:00,1/3/1988 16:00,98,5,6.296802196,4.775845468,6.296802196,706,37,27.87342136,24.8360683,31.86928025,37,98,5,706
928,3901 1366,3901,1366,1/3/1988 3:00,1/3/1988 6:00,1/3/1988 3:00,1/3/1988 6:00,1/2/1988 4:00,1/3/1988 16:00,27,4,6.679764785,5.238832672,7.277924777,706,37,24.41320644,22.9344306,31.86928025,37,9,4,724
929,3902 1370,3902,1370,1/3/1988 22:00,1/4/1988 6:00,1/3/1988 21:00,1/4/1988 6:00,1/3/1988 22:00,1/4/1988 20:00,279,10,13.87053578,9.698435998,13.87053578,586,23,31.00441487,24.79317076,31.00441487,24,279,9,586
930,3903 1370,3903,1370,1/4/1988 2:00,1/4/1988 7:00,1/4/1988 2:00,1/4/1988 7:00,1/3/1988 22:00,1/4/1988 20:00,65,6,4.783177029,4.705369499,9.848610804,586,23,25.20424186,25.17825069,31.00441487,23,2,6,649
931,3905 1370,3905,1370,1/4/1988 14:00,1/4/1988 15:00,1/4/1988 14:00,1/4/1988 15:00,1/3/1988 22:00,1/4/1988 20:00,8,2,4.621954219,3.872034495,4.621954219,586,23,21.05921628,20.27910469,31.00441487,23,8,2,586
932,3907 1371,3907,1371,1/5/1988 11:00,1/5/1988 13:00,1/5/1988 11:00,1/5/1988 13:00,1/5/1988 0:00,1/5/1988 14:00,19,3,4.414233815,4.294134504,5.024310276,120,15,21.08181729,20.73602181,24.74092111,15,2,3,137
933,3909 1372,3909,1372,1/5/1988 18:00,1/6/1988 2:00,1/5/1988 18:00,1/6/1988 2:00,1/5/1988 18:00,1/6/1988 4:00,148,9,17.08003799,12.60371392,17.53566767,95,11,22.23070206,20.42583548,22.39568945,11,15,9,228
934,3909 1373,3909,1373,1/5/1988 23:00,1/6/1988 2:00,1/5/1988 18:00,1/6/1988 2:00,1/5/1988 23:00,1/7/1988 8:00,148,9,17.53566767,8.912535665,17.53566767,685,34,28.82266385,23.98703985,29.56548378,39,126,4,707
935,3911 1373,3911,1373,1/5/1988 23:00,1/6/1988 18:00,1/5/1988 22:00,1/6/1988 18:00,1/5/1988 23:00,1/7/1988 8:00,475,21,24.2509482,12.85955136,27.00505438,685,34,25.60729323,23.01259476,29.56548378,35,81,20,1079
936,3912 1373,3912,1373,1/6/1988 8:00,1/6/1988 12:00,1/6/1988 8:00,1/6/1988 12:00,1/5/1988 23:00,1/7/1988 8:00,22,5,9.230590031,7.429272536,9.230590031,685,34,27.62405686,25.27581173,29.56548378,34,19,5,688
937,3914 1375,3914,1375,1/9/1988 6:00,1/9/1988 9:00,1/9/1988 6:00,1/9/1988 15:00,1/9/1988 6:00,1/9/1988 9:00,131,9,11.78118162,9.26709882,14.64650818,23,4,27.78075721,25.42074071,27.78075721,10,8,4,146
938,3914 1376,3914,1376,1/9/1988 6:00,1/9/1988 10:00,1/9/1988 6:00,1/9/1988 15:00,1/9/1988 6:00,1/9/1988 10:00,131,9,11.42065003,8.927742329,14.64650818,15,3,24.76126202,23.68206371,24.76126202,10,8,5,138
939,3916 1379,3916,1379,1/12/1988 18:00,1/13/1988 1:00,1/12/1988 18:00,1/13/1988 1:00,1/12/1988 4:00,1/13/1988 1:00,162,7,12.99011904,9.508919622,12.99011904,280,22,29.01778592,25.6262446,30.56520187,22,135,8,307
940,3919 1382,3919,1382,1/18/1988 23:00,1/19/1988 13:00,1/18/1988 19:00,1/19/1988 13:00,1/18/1988 23:00,1/20/1988 5:00,338,19,26.49895495,14.46885059,26.49895495,470,31,32.99782411,26.02832605,32.99782411,35,326,15,482
941,3920 1383,3920,1383,1/22/1988 0:00,1/22/1988 11:00,1/21/1988 20:00,1/22/1988 11:00,1/22/1988 0:00,1/22/1988 16:00,521,16,22.8913025,11.55631645,22.8913025,492,17,30.97578692,24.76955536,30.97578692,21,359,12,654
942,3926 1384,3926,1384,1/24/1988 20:00,1/25/1988 4:00,1/24/1988 16:00,1/25/1988 4:00,1/24/1988 20:00,1/25/1988 5:00,295,13,18.89204218,11.87622408,20.64095919,128,10,24.26177966,20.93120965,24.26177966,14,126,9,297
943,3928 1385,3928,1385,1/25/1988 1:00,1/25/1988 6:00,1/25/1988 0:00,1/25/1988 6:00,1/25/1988 1:00,1/25/1988 19:00,20,7,10.91875641,10.28169266,12.54033077,98,19,24.16158184,22.72717096,28.53412427,20,4,6,114
944,3932 1390,3932,1390,1/29/1988 5:00,1/29/1988 10:00,1/29/1988 5:00,1/29/1988 10:00,1/29/1988 3:00,1/29/1988 14:00,106,6,13.78828878,9.300696848,13.78828878,52,12,22.90421221,19.97747735,22.90421221,12,47,6,111
945,3934 1394,3934,1394,1/31/1988 18:00,2/1/1988 10:00,1/31/1988 17:00,2/1/1988 10:00,1/31/1988 18:00,2/3/1988 1:00,1063,18,22.58941863,11.66605987,22.58941863,1270,56,34.86014749,25.97610808,34.86014749,57,931,17,1402
946,3934 1395,3934,1395,1/31/1988 23:00,2/1/1988 8:00,1/31/1988 17:00,2/1/1988 10:00,1/31/1988 23:00,2/1/1988 8:00,1063,18,14.38317759,14.38317759,22.58941863,96,10,20.33749063,20.33749063,22.22768859,18,1,10,1158
947,3935 1394,3935,1394,2/1/1988 10:00,2/1/1988 14:00,2/1/1988 10:00,2/1/1988 14:00,1/31/1988 18:00,2/3/1988 1:00,55,5,12.42350264,8.996653397,12.42350264,1270,56,28.88067312,25.01176733,34.86014749,56,35,5,1290
948,3936 1396,3936,1396,2/3/1988 4:00,2/3/1988 6:00,2/3/1988 4:00,2/3/1988 6:00,2/2/1988 17:00,2/3/1988 11:00,10,3,6.597050473,5.811615,7.000107499,241,18,23.54382085,22.91231091,28.59665374,19,4,3,247
949,3938 1398,3938,1398,2/3/1988 20:00,2/4/1988 1:00,2/3/1988 20:00,2/4/1988 1:00,2/3/1988 12:00,2/4/1988 5:00,77,6,9.192504063,7.187266153,9.192504063,218,18,23.59730991,21.45826292,26.5527689,18,38,6,257
950,3943 1400,3943,1400,2/5/1988 20:00,2/5/1988 22:00,2/5/1988 20:00,2/5/1988 22:00,2/5/1988 19:00,2/6/1988 3:00,34,3,7.67864524,5.773233525,7.67864524,101,9,23.28993615,19.91392108,23.28993615,9,34,3,101
951,3944 1400,3944,1400,2/5/1988 20:00,2/6/1988 3:00,2/5/1988 20:00,2/6/1988 3:00,2/5/1988 19:00,2/6/1988 3:00,58,8,6.513635193,5.600740237,14.93694289,101,9,20.96353866,20.40717709,23.28993615,9,2,8,157
952,3949 1401,3949,1401,2/7/1988 18:00,2/7/1988 21:00,2/7/1988 15:00,2/7/1988 21:00,2/7/1988 18:00,2/8/1988 9:00,115,7,10.8173496,6.670421384,10.8173496,451,16,26.71474281,22.88298013,28.50248285,19,82,4,484
953,3950 1401,3950,1401,2/7/1988 19:00,2/7/1988 22:00,2/7/1988 19:00,2/7/1988 22:00,2/7/1988 18:00,2/8/1988 9:00,43,4,6.944263656,5.331604188,6.944263656,451,16,25.9832234,22.2247041,28.50248285,16,26,4,468
954,3951 1401,3951,1401,2/8/1988 8:00,2/8/1988 9:00,2/8/1988 8:00,2/8/1988 10:00,2/7/1988 18:00,2/8/1988 9:00,37,3,6.998471905,5.249504378,6.998471905,451,16,25.26526459,20.59626204,28.50248285,17,37,2,451
955,3951 1404,3951,1404,2/8/1988 8:00,2/8/1988 10:00,2/8/1988 8:00,2/8/1988 10:00,2/8/1988 0:00,2/8/1988 14:00,37,3,6.998471905,5.461687281,6.998471905,258,15,23.39540754,21.32559801,28.81136335,15,34,3,261
956,3952 1407,3952,1407,2/9/1988 5:00,2/9/1988 11:00,2/9/1988 5:00,2/9/1988 11:00,2/8/1988 23:00,2/11/1988 3:00,178,7,6.883045719,5.383819619,7.423258962,1209,53,32.45238636,28.44624714,36.94998772,53,48,7,1339
957,3952 1408,3952,1408,2/9/1988 5:00,2/9/1988 8:00,2/9/1988 5:00,2/9/1988 11:00,2/9/1988 4:00,2/9/1988 8:00,178,7,7.062727373,5.484354391,7.423258962,176,5,27.63385063,26.0865154,27.63385063,8,56,4,298
958,3953 1407,3953,1407,2/9/1988 12:00,2/9/1988 18:00,2/9/1988 12:00,2/9/1988 18:00,2/8/1988 23:00,2/11/1988 3:00,12,7,13.59248485,10.80037058,13.59248485,1209,53,29.00723878,26.65635687,36.94998772,53,12,7,1209
959,3954 1407,3954,1407,2/10/1988 18:00,2/10/1988 22:00,2/10/1988 18:00,2/10/1988 22:00,2/8/1988 23:00,2/11/1988 3:00,117,5,9.211663875,5.871703598,9.211663875,1209,53,28.27421263,24.71288555,36.94998772,53,117,5,1209
960,3955 1410,3955,1410,2/11/1988 20:00,2/12/1988 2:00,2/11/1988 12:00,2/12/1988 2:00,2/11/1988 20:00,2/12/1988 4:00,148,15,28.02239368,23.20478092,28.02239368,46,9,20.69458662,18.78198855,20.69458662,17,45,7,149
961,3957 1411,3957,1411,2/13/1988 5:00,2/13/1988 14:00,2/13/1988 5:00,2/13/1988 14:00,2/13/1988 1:00,2/13/1988 20:00,74,10,23.03126259,17.51682496,23.03126259,792,20,25.00384622,23.11894873,34.55729393,20,28,10,838
962,3957 1412,3957,1412,2/13/1988 5:00,2/13/1988 8:00,2/13/1988 5:00,2/13/1988 14:00,2/13/1988 4:00,2/13/1988 8:00,74,10,15.28088489,12.7712766,23.03126259,28,5,23.55210789,22.5404866,25.17938074,11,5,4,97
963,3958 1411,3958,1411,2/13/1988 6:00,2/13/1988 7:00,2/13/1988 6:00,2/13/1988 7:00,2/13/1988 1:00,2/13/1988 20:00,17,2,4.949072964,3.926442039,4.949072964,792,20,31.69600583,26.53397904,34.55729393,20,17,2,792
964,3959 1411,3959,1411,2/13/1988 14:00,2/13/1988 18:00,2/13/1988 14:00,2/13/1988 18:00,2/13/1988 1:00,2/13/1988 20:00,27,5,7.56532196,6.37543651,7.56532196,792,20,24.82529822,23.4906795,34.55729393,20,13,5,806
965,3969 1425,3969,1425,3/15/1988 9:00,3/15/1988 9:00,3/15/1988 7:00,3/15/1988 9:00,3/15/1988 9:00,3/16/1988 6:00,17,3,3.44899986,3.44899986,4.46937669,899,22,24.83810546,24.83810546,30.19077844,24,1,1,915
966,3970 1425,3970,1425,3/15/1988 9:00,3/16/1988 5:00,3/15/1988 9:00,3/16/1988 5:00,3/15/1988 9:00,3/16/1988 6:00,847,21,31.61509214,11.61795684,31.61509214,899,22,29.87059744,24.54266865,30.19077844,22,625,21,1121
967,3970 1427,3970,1427,3/15/1988 23:00,3/16/1988 5:00,3/15/1988 9:00,3/16/1988 5:00,3/15/1988 23:00,3/16/1988 17:00,847,21,15.23088245,9.576705809,31.61509214,397,19,27.77699037,24.08773429,28.33297526,33,300,7,944
968,3972 1427,3972,1427,3/16/1988 10:00,3/16/1988 13:00,3/16/1988 10:00,3/16/1988 13:00,3/15/1988 23:00,3/16/1988 17:00,19,4,7.362741994,5.090890008,7.362741994,397,19,24.65955747,21.4485088,28.33297526,19,19,4,397
969,3973 1427,3973,1427,3/16/1988 10:00,3/16/1988 12:00,3/16/1988 10:00,3/16/1988 12:00,3/15/1988 23:00,3/16/1988 17:00,12,3,4.714482093,3.828710732,4.714482093,397,19,27.77699037,24.86422219,28.33297526,19,12,3,397
970,3978 1428,3978,1428,3/18/1988 18:00,3/19/1988 1:00,3/18/1988 18:00,3/19/1988 1:00,3/18/1988 18:00,3/19/1988 1:00,94,8,8.358818574,6.919978481,8.953941035,92,8,27.10649369,25.15466544,27.92314358,8,31,8,155
971,3992 1431,3992,1431,3/24/1988 5:00,3/24/1988 12:00,3/24/1988 4:00,3/24/1988 12:00,3/24/1988 5:00,3/25/1988 0:00,376,9,11.2830265,6.789637462,11.2830265,512,20,31.7698358,25.66325764,32.75900675,21,56,8,832
972,3993 1431,3993,1431,3/24/1988 12:00,3/24/1988 20:00,3/24/1988 12:00,3/24/1988 20:00,3/24/1988 5:00,3/25/1988 0:00,30,8,21.8830758,17.79744055,21.8830758,512,20,31.7698358,25.89541428,32.75900675,20,18,9,524
973,3994 1431,3994,1431,3/24/1988 23:00,3/25/1988 0:00,3/24/1988 23:00,3/25/1988 4:00,3/24/1988 5:00,3/25/1988 0:00,46,6,10.76617889,9.231524656,11.94614293,512,20,21.63252861,20.7887575,32.75900675,24,4,2,554
974,3994 1432,3994,1432,3/25/1988 1:00,3/25/1988 4:00,3/24/1988 23:00,3/25/1988 4:00,3/25/1988 1:00,3/25/1988 17:00,46,6,11.94614293,8.135544792,11.94614293,467,17,27.70391377,25.93474586,28.36461668,19,46,4,467
975,3995 1432,3995,1432,3/25/1988 1:00,3/25/1988 6:00,3/25/1988 1:00,3/25/1988 6:00,3/25/1988 1:00,3/25/1988 17:00,22,5,7.221847277,7.120440466,10.62294761,467,17,22.4996541,21.28999772,28.36461668,17,3,6,486
976,3996 1432,3996,1432,3/25/1988 1:00,3/25/1988 8:00,3/25/1988 1:00,3/25/1988 8:00,3/25/1988 1:00,3/25/1988 17:00,134,7,12.36345299,8.97460501,12.36345299,467,17,28.05724292,24.33373294,28.36461668,17,112,8,489
977,4159 1441,4159,1441,7/24/1988 11:00,7/24/1988 15:00,7/24/1988 7:00,7/24/1988 15:00,7/24/1988 11:00,7/24/1988 15:00,54,9,14.43201174,8.334557268,19.35468155,82,5,23.32459104,22.72591534,23.32459104,9,6,5,130
978,4160 1442,4160,1442,7/25/1988 5:00,7/25/1988 6:00,7/25/1988 5:00,7/25/1988 6:00,7/25/1988 0:00,7/25/1988 19:00,10,2,2.602229621,2.321530583,3.139405333,645,20,27.87342136,25.61306905,36.44824526,20,3,2,652
979,4161 1442,4161,1442,7/25/1988 4:00,7/25/1988 15:00,7/25/1988 4:00,7/25/1988 15:00,7/25/1988 0:00,7/25/1988 19:00,101,11,29.59723679,17.9407627,29.59723679,645,20,36.44824526,30.8969345,36.44824526,20,72,12,674
980,4162 1442,4162,1442,7/25/1988 9:00,7/25/1988 12:00,7/25/1988 9:00,7/25/1988 12:00,7/25/1988 0:00,7/25/1988 19:00,8,4,9.653741494,5.315445959,9.653741494,645,20,28.38345086,27.53412367,36.44824526,20,8,4,645
981,4164 1444,4164,1444,7/29/1988 7:00,7/29/1988 10:00,7/28/1988 5:00,7/29/1988 11:00,7/29/1988 7:00,7/29/1988 10:00,367,31,22.81139207,20.26407166,35.64659702,12,4,26.37798774,25.3088092,26.37798774,31,10,4,369
982,4201 1450,4201,1450,8/27/1988 10:00,8/27/1988 12:00,8/26/1988 21:00,8/27/1988 12:00,8/27/1988 10:00,8/27/1988 14:00,502,16,6.257547947,5.554943612,16.30920603,11,5,20.8527937,20.04493309,23.26281494,18,3,3,510
983,4210 1451,4210,1451,8/31/1988 23:00,9/1/1988 13:00,8/31/1988 21:00,9/2/1988 7:00,8/31/1988 23:00,9/1/1988 13:00,1291,35,45.25617748,21.93162814,45.25617748,569,15,29.23852247,23.52772337,29.23852247,35,558,15,1302
984,4210 1452,4210,1452,9/1/1988 13:00,9/1/1988 18:00,8/31/1988 21:00,9/2/1988 7:00,9/1/1988 13:00,9/1/1988 18:00,1291,35,28.68574377,20.63832606,45.25617748,26,6,21.24755805,18.91191732,21.24755805,35,26,6,1291
985,4210 1453,4210,1453,9/1/1988 21:00,9/2/1988 4:00,8/31/1988 21:00,9/2/1988 7:00,9/1/1988 21:00,9/2/1988 4:00,1291,35,39.03204238,27.39186722,45.25617748,46,8,26.28532359,24.11064768,26.28532359,35,46,8,1291
986,4210 1454,4210,1454,9/2/1988 7:00,9/2/1988 7:00,8/31/1988 21:00,9/2/1988 7:00,9/2/1988 7:00,9/2/1988 12:00,1291,35,33.8955771,27.97122297,45.25617748,12,6,24.65729737,23.29144288,24.65729737,40,12,1,1291
987,4211 1451,4211,1451,9/1/1988 12:00,9/1/1988 13:00,9/1/1988 12:00,9/1/1988 16:00,8/31/1988 23:00,9/1/1988 13:00,14,5,16.33163703,8.73016511,16.33163703,569,15,28.29681365,26.72932585,29.23852247,18,14,2,569
988,4212 1451,4212,1451,9/1/1988 12:00,9/1/1988 13:00,9/1/1988 12:00,9/1/1988 16:00,8/31/1988 23:00,9/1/1988 13:00,8,4,11.65781112,8.348011973,11.65781112,569,15,25.94103484,25.14585591,29.23852247,18,8,2,569
989,4218 1458,4218,1458,9/3/1988 10:00,9/3/1988 11:00,9/2/1988 22:00,9/3/1988 11:00,9/3/1988 10:00,9/3/1988 13:00,198,14,18.02050438,9.860689035,23.85303161,13,4,19.21572708,18.38035891,19.21572708,16,13,2,198
990,4233 1461,4233,1461,9/12/1988 18:00,9/12/1988 22:00,9/12/1988 18:00,9/12/1988 22:00,9/12/1988 14:00,9/12/1988 22:00,13,5,8.406017136,6.643677875,8.406017136,60,9,24.67311808,24.25650609,25.02644723,9,9,5,64
991,4240 1462,4240,1462,9/23/1988 4:00,9/23/1988 5:00,9/23/1988 1:00,9/23/1988 11:00,9/23/1988 4:00,9/23/1988 5:00,443,11,8.190118764,8.190118764,19.75540201,15,2,20.47535681,20.47535681,20.93340398,11,1,2,457
992,4240 1463,4240,1463,9/23/1988 4:00,9/23/1988 11:00,9/23/1988 1:00,9/23/1988 11:00,9/23/1988 4:00,9/23/1988 21:00,443,11,19.24112461,9.01742238,19.75540201,550,18,28.79026907,24.41701552,28.90704097,21,214,8,779
993,4241 1463,4241,1463,9/23/1988 4:00,9/23/1988 7:00,9/23/1988 4:00,9/23/1988 7:00,9/23/1988 4:00,9/23/1988 21:00,62,4,6.214555197,4.758977572,6.214555197,550,18,26.7471376,22.12128657,28.90704097,18,51,4,561
994,4242 1464,4242,1464,9/24/1988 0:00,9/24/1988 8:00,9/23/1988 23:00,9/24/1988 8:00,9/24/1988 0:00,9/24/1988 13:00,184,10,13.20741935,9.106783375,13.68571369,233,14,28.28852661,25.01353954,28.28852661,15,30,9,387
995,4242 1465,4242,1465,9/24/1988 6:00,9/24/1988 8:00,9/23/1988 23:00,9/24/1988 8:00,9/24/1988 6:00,9/24/1988 8:00,184,10,7.016930749,5.026165781,13.68571369,20,3,25.95308871,23.90707672,25.95308871,10,17,3,187
996,4243 1464,4243,1464,9/24/1988 11:00,9/24/1988 13:00,9/24/1988 11:00,9/24/1988 14:00,9/24/1988 0:00,9/24/1988 13:00,15,4,11.31620569,9.166392978,11.31620569,233,14,25.9945239,22.56331362,28.28852661,15,4,3,244
997,4249 1467,4249,1467,9/26/1988 0:00,9/26/1988 3:00,9/25/1988 18:00,9/26/1988 3:00,9/26/1988 0:00,9/26/1988 5:00,15,10,15.1991052,15.1991052,22.48427332,39,6,22.38212884,22.38212884,22.38212884,12,1,4,53
998,4259 1469,4259,1469,9/28/1988 5:00,9/28/1988 12:00,9/28/1988 5:00,9/28/1988 12:00,9/28/1988 5:00,9/28/1988 15:00,62,7,8.561164884,7.284506094,16.99545443,245,11,24.27609363,22.47391406,24.60606841,11,6,8,301
999,4263 1472,4263,1472,10/5/1988 9:00,10/5/1988 10:00,10/5/1988 8:00,10/5/1988 10:00,10/5/1988 9:00,10/5/1988 15:00,8,3,6.304980165,4.942374819,8.95300641,86,7,22.47479299,22.2389891,22.62923324,8,3,2,91
1000,4264 1472,4264,1472,10/5/1988 10:00,10/5/1988 15:00,10/5/1988 10:00,10/5/1988 15:00,10/5/1988 9:00,10/5/1988 15:00,51,6,8.109273703,4.968881822,12.57724845,86,7,22.28193102,20.25215089,22.62923324,7,18,6,119
1001,4265 1473,4265,1473,10/6/1988 7:00,10/6/1988 21:00,10/5/1988 23:00,10/6/1988 21:00,10/6/1988 7:00,10/8/1988 6:00,355,23,29.10305383,16.51574182,29.10305383,1197,48,29.81936848,23.78776981,30.88538287,56,329,15,1223
1002,4267 1473,4267,1473,10/6/1988 7:00,10/6/1988 15:00,10/6/1988 3:00,10/6/1988 15:00,10/6/1988 7:00,10/8/1988 6:00,376,12,18.66189078,8.087934953,21.19939762,1197,48,30.6171842,26.26914712,30.88538287,52,252,9,1321
1003,4268 1473,4268,1473,10/6/1988 7:00,10/6/1988 9:00,10/6/1988 5:00,10/6/1988 9:00,10/6/1988 7:00,10/8/1988 6:00,15,4,9.009317566,6.957223789,9.009317566,1197,48,28.12504595,23.54693477,30.88538287,50,15,3,1197
1004,4269 1473,4269,1473,10/6/1988 14:00,10/6/1988 23:00,10/6/1988 14:00,10/6/1988 23:00,10/6/1988 7:00,10/8/1988 6:00,34,9,19.45258352,10.37448855,19.45258352,1197,48,28.80533641,26.68948286,30.88538287,48,34,10,1197
1005,4270 1473,4270,1473,10/7/1988 5:00,10/7/1988 8:00,10/7/1988 5:00,10/7/1988 8:00,10/6/1988 7:00,10/8/1988 6:00,6,4,11.16082429,7.461851186,11.16082429,1197,48,29.00799215,27.96897341,30.88538287,48,6,4,1197
