comb_ID,combin,rain_ID,wind_ID,startime,endtime,startime.Rain,endtime.Rain,startime.Wind,endtime.Wind,rain.footprint [cells],rain.duration [h],rain.max.co [mm],rain.mean.co [mm],rain.max [mm],wind.footprint [cells],wind.duration [h],wg.max.co [m.s-1],wg.mean.co [m.s-1],wg.max [m.s-1],comp.duration.OR [h],comp.footprint.AND [cells],comp.duration.AND [h],comp.footprint.OR [cells]
2615,10087 3769,10087,3769,5/13/2002 10:00,5/13/2002 13:00,5/13/2002 8:00,5/13/2002 14:00,5/13/2002 10:00,5/13/2002 13:00,66,7,7.942054181,7.851616935,8.324548628,9,4,23.40787334,23.17416,23.40787334,7,2,4,73
2616,10106 3774,10106,3774,5/22/2002 10:00,5/22/2002 16:00,5/22/2002 10:00,5/22/2002 19:00,5/22/2002 7:00,5/22/2002 16:00,34,9,21.22131053,12.65792389,21.22131053,183,9,23.98673454,21.924652,23.99496124,13,22,7,195
2617,10107 3775,10107,3775,5/22/2002 12:00,5/22/2002 15:00,5/22/2002 12:00,5/22/2002 19:00,5/22/2002 12:00,5/22/2002 15:00,73,8,10.95727735,6.350902495,16.54580215,16,4,22.68093137,21.73423653,22.68093137,8,12,4,77
2618,10108 3774,10108,3774,5/22/2002 13:00,5/22/2002 16:00,5/22/2002 13:00,5/22/2002 19:00,5/22/2002 7:00,5/22/2002 16:00,9,5,18.14514757,11.12516192,18.14514757,183,9,22.6278317,21.6686306,23.99496124,13,9,4,183
2619,10110 3777,10110,3777,5/24/2002 0:00,5/24/2002 1:00,5/23/2002 23:00,5/24/2002 6:00,5/24/2002 0:00,5/24/2002 1:00,302,8,6.366695698,6.235848021,15.3836241,15,2,24.15126873,23.73993325,25.15118788,8,2,2,315
2620,10111 3779,10111,3779,5/24/2002 9:00,5/24/2002 13:00,5/24/2002 3:00,5/24/2002 13:00,5/24/2002 9:00,5/24/2002 19:00,265,11,15.29005343,9.67020635,15.29005343,275,11,26.33583405,23.41657094,29.51358758,17,54,5,486
2621,10112 3779,10112,3779,5/24/2002 9:00,5/24/2002 17:00,5/24/2002 9:00,5/24/2002 17:00,5/24/2002 9:00,5/24/2002 19:00,83,8,11.294175,7.352496798,12.48466196,275,11,25.44211424,22.67831378,29.51358758,11,32,9,326
2622,10116 3780,10116,3780,5/26/2002 13:00,5/26/2002 14:00,5/26/2002 13:00,5/26/2002 18:00,5/26/2002 12:00,5/26/2002 14:00,70,6,6.103055458,4.558210091,11.71016473,11,3,18.24449128,17.93501742,18.8742085,7,5,2,76
2623,10161 3781,10161,3781,6/17/2002 7:00,6/17/2002 7:00,6/16/2002 16:00,6/17/2002 7:00,6/17/2002 7:00,6/17/2002 15:00,247,16,19.04649465,12.02074638,30.60085232,73,9,29.60258562,26.7957819,29.60258562,24,36,1,284
2624,10181 3782,10181,3782,7/3/2002 9:00,7/3/2002 9:00,7/2/2002 18:00,7/3/2002 9:00,7/3/2002 9:00,7/3/2002 13:00,294,16,10.32281199,7.638808969,29.32284545,30,5,19.51364819,18.60041545,19.51364819,20,22,1,302
2625,10318 3783,10318,3783,9/9/2002 16:00,9/9/2002 18:00,9/9/2002 7:00,9/10/2002 2:00,9/9/2002 16:00,9/9/2002 18:00,706,20,34.07787811,17.36932974,44.61916574,14,3,23.53950069,21.17278438,23.5432401,20,9,3,711
2626,10334 3784,10334,3784,10/13/2002 9:00,10/14/2002 3:00,10/12/2002 23:00,10/14/2002 3:00,10/13/2002 9:00,10/14/2002 9:00,301,29,56.38897366,25.87933557,56.38897366,328,25,29.37747293,23.93351084,29.37747293,35,199,19,430
2627,10335 3785,10335,3785,10/14/2002 23:00,10/16/2002 0:00,10/14/2002 20:00,10/16/2002 4:00,10/14/2002 23:00,10/16/2002 0:00,336,33,27.42917379,16.32511018,39.89762836,343,26,28.99306123,24.8028752,28.99306123,33,82,26,597
2628,10335 3786,10335,3786,10/15/2002 7:00,10/15/2002 12:00,10/14/2002 20:00,10/16/2002 4:00,10/15/2002 7:00,10/15/2002 12:00,336,33,35.48576021,27.59656914,39.89762836,17,6,25.65301716,24.18071661,25.65301716,33,16,6,337
2629,10335 3787,10335,3787,10/15/2002 15:00,10/16/2002 4:00,10/14/2002 20:00,10/16/2002 4:00,10/15/2002 15:00,10/16/2002 9:00,336,33,39.89762836,24.77739354,39.89762836,71,19,25.73603214,22.18982576,25.73603214,38,62,14,345
2630,10343 3788,10343,3788,10/20/2002 19:00,10/20/2002 20:00,10/20/2002 9:00,10/21/2002 14:00,10/20/2002 19:00,10/20/2002 20:00,369,29,27.47693157,24.14461978,46.64206433,10,2,24.64113188,24.04531868,24.64113188,30,3,2,376
2631,10345 3790,10345,3790,10/22/2002 7:00,10/22/2002 13:00,10/21/2002 10:00,10/23/2002 7:00,10/22/2002 7:00,10/22/2002 13:00,500,46,74.45200378,68.63099296,77.6096359,12,6,23.14013134,21.60254686,23.14013134,46,12,7,500
2632,10345 3792,10345,3792,10/22/2002 12:00,10/23/2002 7:00,10/21/2002 10:00,10/23/2002 7:00,10/22/2002 12:00,10/23/2002 7:00,500,46,77.6096359,52.75181884,77.6096359,178,20,31.33318615,26.52416373,31.33318615,46,175,20,503
2633,10345 3793,10345,3793,10/22/2002 14:00,10/22/2002 18:00,10/21/2002 10:00,10/23/2002 7:00,10/22/2002 14:00,10/22/2002 18:00,500,46,52.78207264,50.59785647,77.6096359,2,5,20.82917384,20.48215627,20.82917384,46,2,5,500
2634,10345 3794,10345,3794,10/23/2002 6:00,10/23/2002 7:00,10/21/2002 10:00,10/23/2002 7:00,10/23/2002 6:00,10/23/2002 8:00,500,46,31.65779036,25.56623135,77.6096359,10,3,24.32253386,24.163534,24.4459345,47,5,2,505
2635,10347 3791,10347,3791,10/22/2002 5:00,10/22/2002 17:00,10/22/2002 2:00,10/22/2002 17:00,10/22/2002 5:00,10/22/2002 20:00,104,16,17.67210783,12.88558165,23.11649488,61,15,22.85369227,20.27062356,23.42507464,19,19,13,146
2636,10349 3791,10349,3791,10/22/2002 13:00,10/22/2002 17:00,10/22/2002 13:00,10/22/2002 17:00,10/22/2002 5:00,10/22/2002 20:00,14,5,5.435959211,4.877020292,13.17271976,61,15,19.69762734,19.1853277,23.42507464,16,2,5,73
2637,10351 3797,10351,3797,10/25/2002 9:00,10/25/2002 16:00,10/24/2002 16:00,10/25/2002 16:00,10/25/2002 9:00,10/26/2002 11:00,495,25,35.75091314,14.59118761,43.24067304,693,27,30.71992235,26.29501568,31.68618678,44,140,8,1048
2638,10352 3797,10352,3797,10/25/2002 9:00,10/25/2002 12:00,10/25/2002 4:00,10/25/2002 12:00,10/25/2002 9:00,10/26/2002 11:00,164,9,20.13433479,10.54141616,20.13433479,693,27,27.90863134,21.85310833,31.68618678,32,153,4,704
2639,10354 3796,10354,3796,10/25/2002 10:00,10/25/2002 12:00,10/25/2002 10:00,10/25/2002 12:00,10/25/2002 9:00,10/25/2002 13:00,31,3,3.950065531,3.367093365,3.950065531,68,5,21.42747999,19.93210636,21.42747999,5,21,3,78
2640,10354 3797,10354,3797,10/25/2002 10:00,10/25/2002 12:00,10/25/2002 10:00,10/25/2002 12:00,10/25/2002 9:00,10/26/2002 11:00,31,3,3.300257168,2.783868056,3.950065531,693,27,19.71408075,19.36272547,31.68618678,27,5,3,719
2641,10355 3797,10355,3797,10/25/2002 14:00,10/25/2002 19:00,10/25/2002 14:00,10/25/2002 19:00,10/25/2002 9:00,10/26/2002 11:00,19,6,10.77791555,7.101806122,10.77791555,693,27,28.79786385,27.29276963,31.68618678,27,19,6,693
2642,10357 3798,10357,3798,10/26/2002 19:00,10/27/2002 11:00,10/26/2002 17:00,10/27/2002 11:00,10/26/2002 19:00,10/27/2002 23:00,739,19,28.61425828,12.24318662,28.61425828,1033,29,37.88837789,29.27452611,37.88837789,31,533,17,1239
2643,10358 3798,10358,3798,10/26/2002 19:00,10/26/2002 19:00,10/26/2002 18:00,10/26/2002 19:00,10/26/2002 19:00,10/27/2002 23:00,14,2,3.928023478,3.627492127,3.928023478,1033,29,31.53062718,29.70371004,37.88837789,30,14,1,1033
2644,10361 3799,10361,3799,11/2/2002 15:00,11/3/2002 13:00,11/2/2002 8:00,11/3/2002 13:00,11/2/2002 15:00,11/4/2002 0:00,1244,30,29.72932684,18.27722527,32.28923035,400,34,31.49323305,26.83732046,31.49323305,41,349,23,1295
2645,10361 3800,10361,3800,11/2/2002 15:00,11/2/2002 18:00,11/2/2002 8:00,11/3/2002 13:00,11/2/2002 15:00,11/2/2002 18:00,1244,30,14.4407861,12.36874669,32.28923035,6,4,24.65235012,22.42081777,24.65235012,30,5,4,1245
2646,10365 3801,10365,3801,11/8/2002 15:00,11/8/2002 18:00,11/8/2002 7:00,11/8/2002 19:00,11/8/2002 15:00,11/8/2002 18:00,317,13,16.94536838,15.87222294,32.35125063,28,4,25.00235922,23.76498732,25.02105629,13,6,4,339
2647,10367 3801,10367,3801,11/8/2002 16:00,11/8/2002 18:00,11/8/2002 16:00,11/8/2002 23:00,11/8/2002 15:00,11/8/2002 18:00,146,8,9.244047989,7.627939492,11.88477236,28,4,25.02105629,23.72743292,25.02105629,9,7,3,167
2648,10367 3802,10367,3802,11/8/2002 17:00,11/8/2002 20:00,11/8/2002 16:00,11/8/2002 23:00,11/8/2002 17:00,11/8/2002 20:00,146,8,11.88477236,7.719597339,11.88477236,45,4,23.48565314,20.04680225,23.93288698,8,26,4,165
2649,10377 3803,10377,3803,11/11/2002 17:00,11/11/2002 19:00,11/11/2002 17:00,11/11/2002 22:00,11/10/2002 19:00,11/11/2002 19:00,16,6,9.702609128,7.866986945,9.702609128,23,25,29.04840455,27.80575072,29.04840455,28,16,3,23
2650,10386 3804,10386,3804,11/13/2002 18:00,11/14/2002 12:00,11/13/2002 14:00,11/14/2002 21:00,11/13/2002 18:00,11/14/2002 12:00,620,32,39.74808815,22.7576655,43.31457874,467,19,33.50503747,26.44487928,34.10035209,32,190,19,897
2651,10386 3805,10386,3805,11/14/2002 9:00,11/14/2002 21:00,11/13/2002 14:00,11/14/2002 21:00,11/14/2002 9:00,11/14/2002 21:00,620,32,30.04072486,20.73947249,43.31457874,20,12,25.21101849,22.41639458,25.21101849,32,14,13,626
2652,10386 3806,10386,3806,11/14/2002 10:00,11/14/2002 12:00,11/13/2002 14:00,11/14/2002 21:00,11/14/2002 10:00,11/14/2002 12:00,620,32,14.45396811,11.59716919,43.31457874,10,3,23.27250657,22.0965026,23.33233719,32,9,3,621
2653,10387 3804,10387,3804,11/14/2002 2:00,11/14/2002 4:00,11/14/2002 2:00,11/14/2002 4:00,11/13/2002 18:00,11/14/2002 12:00,15,3,4.46092252,3.869964999,4.46092252,467,19,25.70162953,23.16845116,34.10035209,19,15,3,467
2654,10389 3804,10389,3804,11/14/2002 7:00,11/14/2002 10:00,11/14/2002 7:00,11/14/2002 10:00,11/13/2002 18:00,11/14/2002 12:00,8,4,9.385808643,7.677414485,9.385808643,467,19,34.10035209,32.96057888,34.10035209,19,8,4,467
2655,10391 3807,10391,3807,11/14/2002 23:00,11/15/2002 11:00,11/14/2002 23:00,11/15/2002 22:00,11/14/2002 12:00,11/15/2002 11:00,124,24,36.33718852,31.5374389,39.20654517,17,24,25.6814367,24.03069935,25.6814367,35,14,13,127
2656,10391 3808,10391,3808,11/15/2002 13:00,11/15/2002 21:00,11/14/2002 23:00,11/15/2002 22:00,11/15/2002 13:00,11/15/2002 21:00,124,24,34.36507309,30.19859316,39.20654517,14,9,26.99247505,24.19717722,26.99247505,24,13,9,125
2657,10396 3809,10396,3809,11/20/2002 14:00,11/20/2002 22:00,11/20/2002 14:00,11/20/2002 22:00,11/20/2002 14:00,11/22/2002 12:00,30,9,17.50419925,12.1453332,17.50419925,268,47,23.76685703,22.24360697,28.39026779,47,16,9,282
2658,10397 3810,10397,3810,11/20/2002 20:00,11/21/2002 2:00,11/20/2002 20:00,11/21/2002 7:00,11/20/2002 18:00,11/21/2002 2:00,99,12,12.97109981,11.1824602,12.97109981,66,9,28.60341435,25.61727401,28.60341435,14,53,7,112
2659,10398 3809,10398,3809,11/21/2002 14:00,11/22/2002 1:00,11/21/2002 14:00,11/22/2002 1:00,11/20/2002 14:00,11/22/2002 12:00,37,12,25.88839108,15.99107715,28.92911388,268,47,25.61113573,22.56363187,28.39026779,47,19,12,286
2660,10399 3809,10399,3809,11/21/2002 21:00,11/22/2002 3:00,11/21/2002 21:00,11/22/2002 3:00,11/20/2002 14:00,11/22/2002 12:00,48,7,8.15491126,5.509174342,8.15491126,268,47,27.97369713,26.14970881,28.39026779,47,46,7,270
2661,10410 3812,10410,3812,11/27/2002 4:00,11/27/2002 15:00,11/27/2002 4:00,11/27/2002 15:00,11/26/2002 18:00,11/27/2002 16:00,115,11,21.31185583,14.10837609,21.31185583,194,23,26.07183146,24.35794611,27.19215972,23,60,12,249
2662,10411 3812,10411,3812,11/27/2002 13:00,11/27/2002 15:00,11/27/2002 13:00,11/27/2002 15:00,11/26/2002 18:00,11/27/2002 16:00,21,3,6.950377901,5.49855576,6.950377901,194,23,22.90080888,21.1986635,27.19215972,23,21,3,194
2663,10412 3812,10412,3812,11/27/2002 13:00,11/27/2002 15:00,11/27/2002 13:00,11/27/2002 15:00,11/26/2002 18:00,11/27/2002 16:00,12,3,5.246872973,4.424023692,5.246872973,194,23,25.63207644,24.71096543,27.19215972,23,8,3,198
2664,10419 3814,10419,3814,12/1/2002 8:00,12/1/2002 22:00,12/1/2002 8:00,12/1/2002 22:00,12/1/2002 7:00,12/2/2002 12:00,429,15,18.45935487,13.06872671,18.45935487,108,29,32.36526426,27.15317887,32.36526426,30,74,15,463
2665,10420 3815,10420,3815,12/2/2002 1:00,12/2/2002 11:00,12/2/2002 1:00,12/2/2002 11:00,12/1/2002 13:00,12/2/2002 11:00,32,11,19.27188545,13.93230619,22.97624692,424,23,23.71001794,22.64174231,30.11488526,23,5,11,451
2666,10426 3816,10426,3816,12/14/2002 23:00,12/15/2002 3:00,12/14/2002 23:00,12/15/2002 3:00,12/14/2002 23:00,12/15/2002 6:00,30,5,10.86305838,7.485830836,10.86305838,60,8,22.25762977,20.34308409,22.56351379,8,22,5,68
2667,10427 3816,10427,3816,12/15/2002 4:00,12/15/2002 6:00,12/15/2002 4:00,12/15/2002 8:00,12/14/2002 23:00,12/15/2002 6:00,28,5,7.54378454,7.54378454,10.04058727,60,8,18.89290557,18.89290557,22.56351379,10,1,3,87
2668,10437 3818,10437,3818,12/25/2002 23:00,12/26/2002 6:00,12/25/2002 21:00,12/26/2002 10:00,12/25/2002 23:00,12/26/2002 6:00,520,14,16.57389496,10.03767068,18.48744768,150,8,27.16149653,22.03556966,27.16149653,14,147,8,523
2669,10442 3819,10442,3819,12/27/2002 2:00,12/27/2002 3:00,12/27/2002 2:00,12/27/2002 5:00,12/27/2002 2:00,12/27/2002 3:00,21,4,6.497651424,5.858323842,8.598993796,17,2,17.889247,17.77594278,18.55860201,4,2,2,36
2670,10453 3820,10453,3820,1/1/2003 11:00,1/1/2003 18:00,12/31/2002 23:00,1/1/2003 18:00,1/1/2003 11:00,1/1/2003 22:00,555,19,16.17346433,12.15588394,29.86136305,211,12,23.70702641,21.72749129,24.27990455,24,61,8,705
2671,10455 3821,10455,3821,1/2/2003 1:00,1/2/2003 13:00,1/2/2003 0:00,1/2/2003 13:00,1/2/2003 1:00,1/2/2003 18:00,404,14,15.10766625,9.738896737,15.10766625,300,18,28.47029123,25.14620199,29.57865337,19,102,13,602
2672,10456 3821,10456,3821,1/2/2003 5:00,1/2/2003 15:00,1/2/2003 5:00,1/2/2003 15:00,1/2/2003 1:00,1/2/2003 18:00,39,11,16.03062318,10.77661896,16.03062318,300,18,28.38578049,26.36996818,29.57865337,18,39,11,300
2673,10461 3826,10461,3826,1/14/2003 14:00,1/14/2003 16:00,1/14/2003 7:00,1/14/2003 16:00,1/14/2003 14:00,1/16/2003 1:00,140,9,26.35192248,11.07932673,26.35192248,460,36,37.93848603,30.83184299,37.93848603,43,140,3,460
2674,10462 3828,10462,3828,1/17/2003 0:00,1/17/2003 8:00,1/17/2003 0:00,1/17/2003 12:00,1/16/2003 20:00,1/17/2003 8:00,366,13,20.91445058,11.45163882,20.91445058,479,13,31.57550014,25.54955234,31.68394313,17,291,9,554
2675,10462 3829,10462,3829,1/17/2003 11:00,1/17/2003 12:00,1/17/2003 0:00,1/17/2003 12:00,1/17/2003 11:00,1/17/2003 21:00,366,13,20.91445058,13.98615989,20.91445058,116,11,28.73279806,24.91480114,28.73279806,22,67,2,415
2676,10466 3831,10466,3831,1/20/2003 2:00,1/20/2003 9:00,1/20/2003 2:00,1/20/2003 9:00,1/20/2003 2:00,1/20/2003 15:00,88,8,19.25654245,11.10389495,19.25654245,483,14,31.63009558,26.1643409,31.63009558,14,82,8,489
2677,10467 3831,10467,3831,1/20/2003 5:00,1/20/2003 9:00,1/20/2003 5:00,1/20/2003 9:00,1/20/2003 2:00,1/20/2003 15:00,52,5,6.037145398,6.037145398,9.131028444,483,14,21.32950735,21.32950735,31.63009558,14,1,5,534
2678,10479 3835,10479,3835,1/27/2003 14:00,1/27/2003 16:00,1/27/2003 12:00,1/27/2003 16:00,1/27/2003 14:00,1/31/2003 3:00,14,5,7.10186299,6.570183361,7.10186299,1369,86,30.21510154,29.03334005,31.80510013,88,14,3,1369
2679,10480 3835,10480,3835,1/30/2003 11:00,1/30/2003 16:00,1/30/2003 11:00,1/30/2003 16:00,1/27/2003 14:00,1/31/2003 3:00,20,6,5.378260896,4.978478565,10.03518481,1369,86,20.930138,19.65699238,31.80510013,86,3,6,1386
2680,10481 3835,10481,3835,1/30/2003 12:00,1/30/2003 13:00,1/30/2003 12:00,1/30/2003 13:00,1/27/2003 14:00,1/31/2003 3:00,11,2,4.571997179,4.027114489,4.571997179,1369,86,22.45955809,18.78357871,31.80510013,86,11,2,1369
2681,10483 3842,10483,3842,2/3/2003 13:00,2/3/2003 18:00,2/3/2003 13:00,2/3/2003 18:00,2/3/2003 9:00,2/3/2003 18:00,9,5,9.081325776,7.898366256,9.081325776,37,10,26.34331288,25.58097113,26.61629006,10,6,6,40
2682,10486 3844,10486,3844,2/28/2003 10:00,2/28/2003 19:00,2/28/2003 10:00,2/28/2003 20:00,2/28/2003 10:00,2/28/2003 19:00,336,11,14.06671949,8.924219281,15.2336517,227,10,27.79644893,24.03177479,27.79644893,11,152,10,411
2683,10502 3849,10502,3849,3/7/2003 11:00,3/7/2003 14:00,3/7/2003 10:00,3/7/2003 16:00,3/7/2003 11:00,3/7/2003 14:00,168,7,7.239085574,6.761921951,9.367008069,20,4,22.77666035,20.47205986,22.77666035,7,12,4,176
2684,10502 3850,10502,3850,3/7/2003 13:00,3/7/2003 16:00,3/7/2003 10:00,3/7/2003 16:00,3/7/2003 13:00,3/7/2003 23:00,168,7,9.367008069,7.199168569,9.367008069,127,11,26.7957819,22.33280444,28.47103912,14,60,4,235
2685,10503 3848,10503,3848,3/7/2003 13:00,3/7/2003 14:00,3/7/2003 13:00,3/7/2003 15:00,3/7/2003 11:00,3/7/2003 14:00,7,3,4.770591753,4.702736806,4.770591753,50,4,21.73934707,21.15338098,21.73934707,5,2,2,55
2686,10508 3864,10508,3864,3/31/2003 20:00,3/31/2003 22:00,3/31/2003 20:00,4/1/2003 5:00,3/31/2003 19:00,3/31/2003 22:00,132,10,18.43450354,13.46374401,20.35389092,25,4,28.21451535,25.99291488,28.21451535,11,25,3,132
2687,10508 3865,10508,3865,3/31/2003 21:00,4/1/2003 0:00,3/31/2003 20:00,4/1/2003 5:00,3/31/2003 21:00,4/1/2003 0:00,132,10,14.50972154,10.40826696,20.35389092,9,4,22.75497175,21.60738732,22.75497175,10,9,4,132
2688,10508 3866,10508,3866,4/1/2003 2:00,4/1/2003 5:00,3/31/2003 20:00,4/1/2003 5:00,4/1/2003 2:00,4/1/2003 5:00,132,10,16.4176557,11.19912765,20.35389092,44,4,23.90521532,22.21595608,23.90521532,10,18,4,158
2689,10530 3874,10530,3874,4/28/2003 7:00,4/28/2003 8:00,4/28/2003 6:00,4/28/2003 8:00,4/28/2003 7:00,4/28/2003 16:00,10,3,3.70155219,3.70155219,7.474416903,83,10,20.78878817,20.78878817,22.9860675,11,1,2,92
2690,10534 3876,10534,3876,4/29/2003 14:00,4/29/2003 16:00,4/29/2003 14:00,4/29/2003 17:00,4/29/2003 13:00,4/29/2003 16:00,5,4,12.68087945,10.04771852,12.68087945,14,4,20.73494062,20.46570285,21.14777186,5,4,3,15
2691,10543 3879,10543,3879,5/2/2003 13:00,5/2/2003 14:00,5/2/2003 13:00,5/2/2003 14:00,5/2/2003 7:00,5/3/2003 0:00,15,2,4.935258854,3.33696511,4.935258854,426,18,24.83558138,22.41144431,27.49355645,18,15,2,426
2692,10544 3879,10544,3879,5/2/2003 11:00,5/2/2003 16:00,5/2/2003 11:00,5/2/2003 16:00,5/2/2003 7:00,5/3/2003 0:00,13,6,10.93285822,7.428700053,13.95802192,426,18,22.53958154,21.76352861,27.49355645,18,9,6,430
2693,10556 3880,10556,3880,5/7/2003 19:00,5/7/2003 22:00,5/7/2003 16:00,5/7/2003 22:00,5/7/2003 19:00,5/8/2003 13:00,92,7,14.276119,9.244944637,14.276119,151,19,29.82919407,24.61743405,29.82919407,22,67,4,176
2694,10751 3885,10751,3885,9/22/2003 12:00,9/22/2003 15:00,9/21/2003 22:00,9/22/2003 21:00,9/22/2003 12:00,9/22/2003 15:00,811,24,11.74301171,7.678491737,44.53942537,25,4,21.75729625,20.04344829,21.75729625,24,25,4,811
2695,10760 3886,10760,3886,10/6/2003 5:00,10/6/2003 7:00,10/6/2003 5:00,10/6/2003 9:00,10/6/2003 5:00,10/6/2003 7:00,34,5,11.54333664,8.270622215,12.51145818,15,3,23.60082707,22.80929523,23.60082707,5,11,3,38
2696,10760 3888,10760,3888,10/6/2003 6:00,10/6/2003 9:00,10/6/2003 5:00,10/6/2003 9:00,10/6/2003 6:00,10/7/2003 21:00,34,5,12.51145818,8.936017504,12.51145818,547,39,26.03817674,22.54020477,30.19266506,41,12,4,569
2697,10761 3888,10761,3888,10/6/2003 20:00,10/7/2003 0:00,10/6/2003 20:00,10/7/2003 0:00,10/6/2003 6:00,10/7/2003 21:00,12,4,8.212609575,6.76626193,8.212609575,547,39,27.05230566,26.36095044,30.19266506,40,12,5,547
2698,10762 3888,10762,3888,10/7/2003 0:00,10/7/2003 2:00,10/7/2003 0:00,10/7/2003 2:00,10/6/2003 6:00,10/7/2003 21:00,7,3,5.405489315,4.439559634,5.405489315,547,39,26.14587185,25.33559438,30.19266506,40,7,3,547
2699,10763 3888,10763,3888,10/7/2003 7:00,10/7/2003 10:00,10/7/2003 7:00,10/7/2003 10:00,10/6/2003 6:00,10/7/2003 21:00,24,4,5.959998213,5.741306473,7.740434227,547,39,25.42117353,25.18060459,30.19266506,40,3,4,568
2700,10785 3896,10785,3896,11/1/2003 21:00,11/2/2003 17:00,11/1/2003 20:00,11/2/2003 18:00,11/1/2003 21:00,11/2/2003 17:00,419,23,26.33917267,14.59260884,32.68339412,276,21,25.3314276,22.0927637,25.3314276,23,160,21,535
2701,10785 3897,10785,3897,11/2/2003 0:00,11/2/2003 1:00,11/1/2003 20:00,11/2/2003 18:00,11/2/2003 0:00,11/2/2003 1:00,419,23,22.84961316,19.92927076,32.68339412,19,2,25.60963996,23.88315278,25.60963996,23,16,2,422
2702,10785 3899,10785,3899,11/2/2003 4:00,11/2/2003 18:00,11/1/2003 20:00,11/2/2003 18:00,11/2/2003 4:00,11/2/2003 19:00,419,23,16.05461012,12.73730432,32.68339412,134,16,24.67777814,22.31997113,24.85278268,24,28,15,525
2703,10787 3896,10787,3896,11/2/2003 12:00,11/2/2003 14:00,11/2/2003 12:00,11/2/2003 14:00,11/1/2003 21:00,11/2/2003 17:00,17,3,4.964432159,4.707490974,5.219212358,276,21,22.09833075,21.65577118,25.3314276,21,4,3,289
2704,10788 3901,10788,3901,11/3/2003 1:00,11/3/2003 4:00,11/2/2003 23:00,11/3/2003 4:00,11/3/2003 1:00,11/3/2003 14:00,30,6,13.84737946,8.732146523,13.84737946,277,14,25.81829923,24.17168592,26.4547474,16,30,4,277
2705,10789 3901,10789,3901,11/3/2003 1:00,11/3/2003 2:00,11/3/2003 1:00,11/3/2003 2:00,11/3/2003 1:00,11/3/2003 14:00,9,2,4.567026912,4.181074888,6.371882063,277,14,24.47809346,23.29868246,26.4547474,14,5,2,281
2706,10795 3904,10795,3904,11/11/2003 22:00,11/11/2003 22:00,11/11/2003 22:00,11/12/2003 3:00,11/11/2003 20:00,11/11/2003 22:00,37,6,5.065134087,4.971131214,8.701208413,9,3,22.33241804,22.15816137,22.81181084,8,2,1,44
2707,10799 3906,10799,3906,11/13/2003 18:00,11/13/2003 18:00,11/13/2003 16:00,11/13/2003 18:00,11/13/2003 18:00,11/14/2003 3:00,17,3,5.290308783,4.287052163,5.290308783,125,10,27.07249849,25.30780331,27.19515125,12,17,1,125
2708,10800 3905,10800,3905,11/13/2003 19:00,11/13/2003 21:00,11/13/2003 19:00,11/13/2003 21:00,11/13/2003 17:00,11/14/2003 1:00,15,3,5.281448743,4.035316411,5.281448743,66,9,24.29710585,22.52312812,25.13847387,9,12,3,69
2709,10801 3906,10801,3906,11/13/2003 20:00,11/14/2003 1:00,11/13/2003 20:00,11/14/2003 1:00,11/13/2003 18:00,11/14/2003 3:00,79,6,16.0883215,8.817972638,16.0883215,125,10,27.07249849,24.74044002,27.19515125,10,70,6,134
2710,10801 3907,10801,3907,11/14/2003 1:00,11/14/2003 1:00,11/13/2003 20:00,11/14/2003 1:00,11/14/2003 1:00,11/15/2003 0:00,79,6,16.0883215,10.25732332,16.0883215,305,24,31.87016592,27.84077968,31.87016592,29,40,1,344
2711,10802 3907,10802,3907,11/14/2003 12:00,11/14/2003 16:00,11/14/2003 12:00,11/14/2003 16:00,11/14/2003 1:00,11/15/2003 0:00,42,5,12.79454729,8.842444256,12.79454729,305,24,30.12012044,25.12636529,31.87016592,24,42,5,305
2712,10826 3910,10826,3910,11/24/2003 14:00,11/24/2003 17:00,11/24/2003 14:00,11/24/2003 20:00,11/24/2003 11:00,11/24/2003 17:00,47,7,12.67850236,8.279672161,14.04943161,23,7,27.98416749,26.19647858,28.44785475,10,21,4,49
2713,10828 3911,10828,3911,11/25/2003 22:00,11/26/2003 2:00,11/25/2003 19:00,11/26/2003 5:00,11/25/2003 22:00,11/26/2003 2:00,92,10,20.08095845,18.71103766,20.8818197,12,4,22.08412098,21.95573446,22.54930401,11,3,5,101
2714,10829 3911,10829,3911,11/26/2003 0:00,11/26/2003 2:00,11/26/2003 0:00,11/26/2003 20:00,11/25/2003 22:00,11/26/2003 2:00,700,20,9.717952126,9.301638255,24.19655547,12,4,20.04688855,19.91488726,22.54930401,23,2,3,710
2715,10829 3912,10829,3912,11/26/2003 0:00,11/26/2003 20:00,11/26/2003 0:00,11/26/2003 20:00,11/25/2003 21:00,11/26/2003 20:00,700,20,22.66679378,15.53358664,24.19655547,576,24,28.85320717,23.07112287,28.85320717,24,482,21,794
2716,10835 3913,10835,3913,11/29/2003 10:00,11/30/2003 0:00,11/29/2003 6:00,11/30/2003 0:00,11/29/2003 10:00,11/30/2003 1:00,729,19,18.44357968,9.319170562,44.69091046,461,16,31.60466757,26.45185994,31.60466757,20,309,15,881
2717,10857 3922,10857,3922,12/20/2003 9:00,12/20/2003 21:00,12/20/2003 3:00,12/20/2003 21:00,12/20/2003 9:00,12/22/2003 6:00,622,19,21.68354535,12.34558441,31.52467365,744,46,29.73944815,24.92101569,29.73944815,52,298,13,1068
